Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Technology,💻 Historia de la Informática Personal,💻,2,Explorer,Revolución del PC de Escritorio,"IBM PC, compatibles",100,
Technology,💻 Historia de la Informática Personal,💻,3,Explorer,Interfaces Gráficas,"Macintosh, Windows",100,🥉 Bronze Badge
Technology,💻 Historia de la Informática Personal,💻,4,Apprentice,Portátiles y Movilidad,Laptops,200,
Technology,💻 Historia de la Informática Personal,💻,5,Apprentice,Internet en Casa,"Módems, banda ancha",200,
Technology,💻 Historia de la Informática Personal,💻,6,Apprentice,Smartphones,"iPhone, Android",200,🥈 Silver Badge
Technology,💻 Historia de la Informática Personal,💻,7,Connoisseur,Tablets y Dispositivos Híbridos,Nuevas formas,350,
Technology,💻 Historia de la Informática Personal,💻,8,Connoisseur,Ecosistemas y Jardines Cerrados,App stores,350,🥇 Gold Badge
Technology,💻 Historia de la Informática Personal,💻,9,Expert,Informática Ubicua,IoT,500,
Technology,💻 Historia de la Informática Personal,💻,10,Expert,Humanos Aumentados,Wearables avanzados,500,💎 Diamond Badge
Society,🍎 Historia de la Educación,🍎,1,Explorer,Educación en Sociedades Antiguas,Aprendizaje maestro-discípulo,100,
Society,🍎 Historia de la Educación,🍎,2,Explorer,Universidades Medievales,"Bolonia, París",100,
Society,🍎 Historia de la Educación,🍎,3,Explorer,Escuela Pública,Sistemas nacionales,100,🥉 Bronze Badge
Society,🍎 Historia de la Educación,🍎,4,Apprentice,Metodologías Clásicas,"Memorización, examen",200,
Society,🍎 Historia de la Educación,🍎,5,Apprentice,Pedagogías Activas,"Montessori, Freinet",200,
Society,🍎 Historia de la Educación,🍎,6,Apprentice,Educación Masiva y Online,MOOCs,200,🥈 Silver Badge
Society,🍎 Historia de la Educación,🍎,7,Connoisseur,Brecha Educativa Global,Acceso desigual,350,
Society,🍎 Historia de la Educación,🍎,8,Connoisseur,Evaluación y Métricas,"Notas, estandarización",350,🥇 Gold Badge
Society,🍎 Historia de la Educación,🍎,9,Expert,Aprendizaje Personalizado,Datos y adaptación,500,
Society,🍎 Historia de la Educación,🍎,10,Expert,Educación del Futuro,"Lifelong learning, IA",500,💎 Diamond Badge
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,1,Explorer,Templos Antiguos,"Egipto, Grecia",100,
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,2,Explorer,Basílicas y Catedrales,Cristianismo,100,
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,3,Explorer,Mezquitas y Arquitectura Islámica,Elementos clave,100,🥉 Bronze Badge
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,4,Apprentice,Pagodas y Templos Asiáticos,"Budismo, taoísmo",200,
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,5,Apprentice,Arquitectura Sagrada en América,Pirámides mesoamericanas,200,
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,6,Apprentice,Símbolos y Orientaciones,Geometría sagrada,200,🥈 Silver Badge
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,7,Connoisseur,Transformaciones y Reutilizaciones,Edificios cambiando de culto,350,
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,8,Connoisseur,Arquitectura Sagrada Contemporánea,Innovaciones,350,🥇 Gold Badge
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,9,Expert,Turismo y Comercialización,Espacios sacros como atracciones,500,
Humanities,⛪ Historia de la Arquitectura Sagrada,⛪,10,Expert,Espiritualidad y Espacios del Futuro,Nuevos templos,500,💎 Diamond Badge
Science,🧪 Historia de la Biotecnología,🧪,1,Explorer,Fermentación y Usos Antiguos,"Pan, vino",100,
Science,🧪 Historia de la Biotecnología,🧪,2,Explorer,Descubrimiento de Microorganismos,Microscopios,100,
Science,🧪 Historia de la Biotecnología,🧪,3,Explorer,Genética Clásica,Mendel,100,🥉 Bronze Badge
Science,🧪 Historia de la Biotecnología,🧪,4,Apprentice,ADN y Doble Hélice,Watson y Crick,200,
Science,🧪 Historia de la Biotecnología,🧪,5,Apprentice,Ingeniería Genética,ADN recombinante,200,
Science,🧪 Historia de la Biotecnología,🧪,6,Apprentice,Biotecnología Industrial,"Farmacia, alimentos",200,🥈 Silver Badge
Science,🧪 Historia de la Biotecnología,🧪,7,Connoisseur,"Biotecnología Roja, Verde y Blanca","Salud, agricultura, industria",350,
Science,🧪 Historia de la Biotecnología,🧪,8,Connoisseur,Bioética,Dilemas,350,🥇 Gold Badge
Science,🧪 Historia de la Biotecnología,🧪,9,Expert,CRISPR y Edición Precisa,Revolución reciente,500,
Science,🧪 Historia de la Biotecnología,🧪,10,Expert,Biología Sintética,Diseñar vida,500,💎 Diamond Badge
