Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Scienza,🗺️ Historia de la Cartografía,🗺️,6,Apprendista,Fotografía Aérea y Satélites,Nueva era de mapas,200,🥈 Distintivo d'Argento
Scienza,🗺️ Historia de la Cartografía,🗺️,7,Intenditore,Sistemas de Información Geográfica,GIS,350,
Scienza,🗺️ Historia de la Cartografía,🗺️,8,Intenditore,Mapas en la Vida Cotidiana,"GPS, apps",350,🥇 Distintivo d'Oro
Scienza,🗺️ Historia de la Cartografía,🗺️,9,Esperto,Mapas y Poder,"Propaganda, reclamaciones",500,
Scienza,🗺️ Historia de la Cartografía,🗺️,10,Esperto,Cartografía del Futuro,"Realidad aumentada, 3D",500,💎 Distintivo di Diamante
Società,🏠 Historia del Trabajo Doméstico,🏠,1,Esploratore,Economía Doméstica Tradicional,Trabajo invisible,100,
Società,🏠 Historia del Trabajo Doméstico,🏠,2,Esploratore,Industrialización y Hogar,Cambios de rol,100,
Società,🏠 Historia del Trabajo Doméstico,🏠,3,Esploratore,Electrodomésticos,Revolución silenciosa,100,🥉 Distintivo di Bronzo
Società,🏠 Historia del Trabajo Doméstico,🏠,4,Apprendista,División Sexual del Trabajo,Normas culturales,200,
Società,🏠 Historia del Trabajo Doméstico,🏠,5,Apprendista,Trabajo de Cuidados,"Niños, mayores",200,
Società,🏠 Historia del Trabajo Doméstico,🏠,6,Apprendista,Trabajadoras del Hogar,Derechos y luchas,200,🥈 Distintivo d'Argento
Società,🏠 Historia del Trabajo Doméstico,🏠,7,Intenditore,Externalización del Trabajo Doméstico,"Servicios, limpieza",350,
Società,🏠 Historia del Trabajo Doméstico,🏠,8,Intenditore,Tecnología y Hogar Inteligente,Domótica,350,🥇 Distintivo d'Oro
Società,🏠 Historia del Trabajo Doméstico,🏠,9,Esperto,Valor Económico del Trabajo No Remunerado,Cálculos y debates,500,
Società,🏠 Historia del Trabajo Doméstico,🏠,10,Esperto,Futuro del Hogar Automatizado,Robots domésticos,500,💎 Distintivo di Diamante
Società,✈️ Historia del Turismo,✈️,1,Esploratore,Peregrinajes y Viajes Antiguos,Motivaciones tempranas,100,
Società,✈️ Historia del Turismo,✈️,2,Esploratore,Grand Tour y Viaje Aristocrático,Siglos XVII-XVIII,100,
Società,✈️ Historia del Turismo,✈️,3,Esploratore,Nacimiento del Turismo de Masas,"Trenes, vacaciones pagadas",100,🥉 Distintivo di Bronzo
Società,✈️ Historia del Turismo,✈️,4,Apprendista,Turismo de Sol y Playa,Desarrollo costero,200,
Società,✈️ Historia del Turismo,✈️,5,Apprendista,Turismo Cultural y Urbano,Ciudades icónicas,200,
Società,✈️ Historia del Turismo,✈️,6,Apprendista,Turismo de Naturaleza y Aventura,Ecoturismo,200,🥈 Distintivo d'Argento
Società,✈️ Historia del Turismo,✈️,7,Intenditore,Impacto del Turismo,"Economía, gentrificación",350,
Società,✈️ Historia del Turismo,✈️,8,Intenditore,Turismo Sostenible,Buenas prácticas,350,🥇 Distintivo d'Oro
Società,✈️ Historia del Turismo,✈️,9,Esperto,Turismo en Crisis,"Guerras, pandemias",500,
Società,✈️ Historia del Turismo,✈️,10,Esperto,Turismo del Futuro,"Virtual, espacial",500,💎 Distintivo di Diamante
Società,📻 Historia de los Medios de Comunicación,📻,1,Esploratore,Oralidad y Manuscritos,Tradición oral,100,
Società,📻 Historia de los Medios de Comunicación,📻,2,Esploratore,Imprenta y Libros,Revolución de Gutenberg,100,
Società,📻 Historia de los Medios de Comunicación,📻,3,Esploratore,Prensa y Opinión Pública,Periódicos,100,🥉 Distintivo di Bronzo
Società,📻 Historia de los Medios de Comunicación,📻,4,Apprendista,Radio,Voces a distancia,200,
Società,📻 Historia de los Medios de Comunicación,📻,5,Apprendista,Televisión,Imagen en casa,200,
Società,📻 Historia de los Medios de Comunicación,📻,6,Apprendista,Internet y Redes,Medios digitales,200,🥈 Distintivo d'Argento
Società,📻 Historia de los Medios de Comunicación,📻,7,Intenditore,Concentración Mediática,Grandes grupos,350,
Società,📻 Historia de los Medios de Comunicación,📻,8,Intenditore,Fake News y Desinformación,Retos actuales,350,🥇 Distintivo d'Oro
Società,📻 Historia de los Medios de Comunicación,📻,9,Esperto,Periodismo de Datos,Nuevas formas de contar,500,
Società,📻 Historia de los Medios de Comunicación,📻,10,Esperto,Medios del Futuro,"Realidad mixta, IA",500,💎 Distintivo di Diamante
Scienza,🌍 Historia del Clima de la Tierra,🌍,1,Esploratore,Eras Geológicas,Resumen de grandes periodos,100,
Scienza,🌍 Historia del Clima de la Tierra,🌍,2,Esploratore,Glaciaciones,Edades de hielo,100,
Scienza,🌍 Historia del Clima de la Tierra,🌍,3,Esploratore,Períodos Cálidos,Tiempos sin hielo,100,🥉 Distintivo di Bronzo
Scienza,🌍 Historia del Clima de la Tierra,🌍,4,Apprendista,Cómo Sabemos del Clima Pasado,"Testigos de hielo, sedimentos",200,
Scienza,🌍 Historia del Clima de la Tierra,🌍,5,Apprendista,Clima y Grandes Extinciones,Relaciones,200,
Scienza,🌍 Historia del Clima de la Tierra,🌍,6,Apprendista,Clima y Civilizaciones,Colapsos y prosperidad,200,🥈 Distintivo d'Argento
Scienza,🌍 Historia del Clima de la Tierra,🌍,7,Intenditore,Era Industrial y Cambio Climático,"CO2, forzamientos",350,
Scienza,🌍 Historia del Clima de la Tierra,🌍,8,Intenditore,Modelos Climáticos,Simulaciones y escenarios,350,🥇 Distintivo d'Oro
Scienza,🌍 Historia del Clima de la Tierra,🌍,9,Esperto,Puntos de No Retorno,Riesgos sistémicos,500,
Scienza,🌍 Historia del Clima de la Tierra,🌍,10,Esperto,Futuros Climáticos,Trayectorias posibles,500,💎 Distintivo di Diamante
Tecnologia,💻 Historia de la Informática Personal,💻,1,Esploratore,Primeros PCs,"Altair, Apple I",100,
Tecnologia,💻 Historia de la Informática Personal,💻,2,Esploratore,Revolución del PC de Escritorio,"IBM PC, compatibles",100,
Tecnologia,💻 Historia de la Informática Personal,💻,3,Esploratore,Interfaces Gráficas,"Macintosh, Windows",100,🥉 Distintivo di Bronzo
Tecnologia,💻 Historia de la Informática Personal,💻,4,Apprendista,Portátiles y Movilidad,Laptops,200,
Tecnologia,💻 Historia de la Informática Personal,💻,5,Apprendista,Internet en Casa,"Módems, banda ancha",200,
Tecnologia,💻 Historia de la Informática Personal,💻,6,Apprendista,Smartphones,"iPhone, Android",200,🥈 Distintivo d'Argento
Tecnologia,💻 Historia de la Informática Personal,💻,7,Intenditore,Tablets y Dispositivos Híbridos,Nuevas formas,350,
Tecnologia,💻 Historia de la Informática Personal,💻,8,Intenditore,Ecosistemas y Jardines Cerrados,App stores,350,🥇 Distintivo d'Oro
Tecnologia,💻 Historia de la Informática Personal,💻,9,Esperto,Informática Ubicua,IoT,500,
Tecnologia,💻 Historia de la Informática Personal,💻,10,Esperto,Humanos Aumentados,Wearables avanzados,500,💎 Distintivo di Diamante
Società,🍎 Historia de la Educación,🍎,1,Esploratore,Educación en Sociedades Antiguas,Aprendizaje maestro-discípulo,100,
Società,🍎 Historia de la Educación,🍎,2,Esploratore,Universidades Medievales,"Bolonia, París",100,
Società,🍎 Historia de la Educación,🍎,3,Esploratore,Escuela Pública,Sistemas nacionales,100,🥉 Distintivo di Bronzo
Società,🍎 Historia de la Educación,🍎,4,Apprendista,Metodologías Clásicas,"Memorización, examen",200,
Società,🍎 Historia de la Educación,🍎,5,Apprendista,Pedagogías Activas,"Montessori, Freinet",200,
Società,🍎 Historia de la Educación,🍎,6,Apprendista,Educación Masiva y Online,MOOCs,200,🥈 Distintivo d'Argento
Società,🍎 Historia de la Educación,🍎,7,Intenditore,Brecha Educativa Global,Acceso desigual,350,
Società,🍎 Historia de la Educación,🍎,8,Intenditore,Evaluación y Métricas,"Notas, estandarización",350,🥇 Distintivo d'Oro
Società,🍎 Historia de la Educación,🍎,9,Esperto,Aprendizaje Personalizado,Datos y adaptación,500,
Società,🍎 Historia de la Educación,🍎,10,Esperto,Educación del Futuro,"Lifelong learning, IA",500,💎 Distintivo di Diamante
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,1,Esploratore,Templos Antiguos,"Egipto, Grecia",100,
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,2,Esploratore,Basílicas y Catedrales,Cristianismo,100,
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,3,Esploratore,Mezquitas y Arquitectura Islámica,Elementos clave,100,🥉 Distintivo di Bronzo
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,4,Apprendista,Pagodas y Templos Asiáticos,"Budismo, taoísmo",200,
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,5,Apprendista,Arquitectura Sagrada en América,Pirámides mesoamericanas,200,
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,6,Apprendista,Símbolos y Orientaciones,Geometría sagrada,200,🥈 Distintivo d'Argento
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,7,Intenditore,Transformaciones y Reutilizaciones,Edificios cambiando de culto,350,
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,8,Intenditore,Arquitectura Sagrada Contemporánea,Innovaciones,350,🥇 Distintivo d'Oro
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,9,Esperto,Turismo y Comercialización,Espacios sacros como atracciones,500,
Umanistiche,⛪ Historia de la Arquitectura Sagrada,⛪,10,Esperto,Espiritualidad y Espacios del Futuro,Nuevos templos,500,💎 Distintivo di Diamante
Scienza,🧪 Historia de la Biotecnología,🧪,1,Esploratore,Fermentación y Usos Antiguos,"Pan, vino",100,
Scienza,🧪 Historia de la Biotecnología,🧪,2,Esploratore,Descubrimiento de Microorganismos,Microscopios,100,
Scienza,🧪 Historia de la Biotecnología,🧪,3,Esploratore,Genética Clásica,Mendel,100,🥉 Distintivo di Bronzo
Scienza,🧪 Historia de la Biotecnología,🧪,4,Apprendista,ADN y Doble Hélice,Watson y Crick,200,
Scienza,🧪 Historia de la Biotecnología,🧪,5,Apprendista,Ingeniería Genética,ADN recombinante,200,
Scienza,🧪 Historia de la Biotecnología,🧪,6,Apprendista,Biotecnología Industrial,"Farmacia, alimentos",200,🥈 Distintivo d'Argento
Scienza,🧪 Historia de la Biotecnología,🧪,7,Intenditore,"Biotecnología Roja, Verde y Blanca","Salud, agricultura, industria",350,
Scienza,🧪 Historia de la Biotecnología,🧪,8,Intenditore,Bioética,Dilemas,350,🥇 Distintivo d'Oro
Scienza,🧪 Historia de la Biotecnología,🧪,9,Esperto,CRISPR y Edición Precisa,Revolución reciente,500,
Scienza,🧪 Historia de la Biotecnología,🧪,10,Esperto,Biología Sintética,Diseñar vida,500,💎 Distintivo di Diamante
